Column_121: (26.700000762939453, 27.299999237060547, 5.699999809265137, 6.300000190734863, -0.25, 18.600000381469727)
CourtPathEast: (33.0, 35.45000076293945, 65.80000305175781, 89.69999694824219, -0.25, 0.0)
CourtStair_01: (33.0, 35.44999694824219, 89.69999694824219, 90.0, -1.070929016577793e-07, 0.15000011026859283)
CourtStair_02: (33.0, 35.44999694824219, 90.0, 90.30000305175781, 0.14999988675117493, 0.3000001013278961)
CourtStair_03: (33.0, 35.44999694824219, 90.29999542236328, 90.5999984741211, 0.2999998927116394, 0.4500001072883606)
CourtStair_04: (33.0, 35.44999694824219, 90.5999984741211, 90.9000015258789, 0.4499998688697815, 0.6000000834465027)
CourtStair_05: (33.0, 35.44999694824219, 90.9000015258789, 91.20000457763672, 0.5999999046325684, 0.7500001192092896)
CourtStair_06: (33.0, 35.44999694824219, 91.19999694824219, 91.5, 0.7499998807907104, 0.9000000953674316)
CourtStair_07: (33.0, 35.44999694824219, 91.5, 91.80000305175781, 0.8999999165534973, 1.0500001907348633)
CourtStair_08: (33.0, 35.44999694824219, 91.79999542236328, 92.0999984741211, 1.0499998331069946, 1.2000001668930054)
CourtStair_09: (33.0, 35.44999694824219, 92.0999984741211, 92.4000015258789, 1.1999998092651367, 1.3500001430511475)
CourtStair_10: (33.0, 35.44999694824219, 92.4000015258789, 92.70000457763672, 1.3499997854232788, 1.5000001192092896)
CourtStair_11: (33.0, 35.44999694824219, 92.69999694824219, 93.0, 1.4999998807907104, 1.6500002145767212)
CourtStair_12: (33.0, 35.44999694824219, 93.0, 93.30000305175781, 1.6499998569488525, 1.8000001907348633)
CourtStair_13: (33.0, 35.44999694824219, 93.29999542236328, 93.5999984741211, 1.7999998331069946, 1.9500001668930054)
CourtStair_14: (33.0, 35.44999694824219, 93.5999984741211, 93.9000015258789, 1.9499999284744263, 2.1000001430511475)
CourtStair_15: (33.0, 35.44999694824219, 93.9000015258789, 94.20000457763672, 2.0999999046325684, 2.25)
CourtStair_16: (33.0, 35.44999694824219, 94.19999694824219, 94.5, 2.25, 2.4000000953674316)
CourtStair_17: (33.0, 35.44999694824219, 94.5, 94.80000305175781, 2.3999998569488525, 2.549999952316284)
CourtStair_18: (33.0, 35.44999694824219, 94.79999542236328, 95.0999984741211, 2.549999952316284, 2.700000047683716)
CourtStair_19: (33.0, 35.44999694824219, 95.0999984741211, 95.4000015258789, 2.700000047683716, 2.8500001430511475)
CourtStairBaluster_0_0: (33.287498474121094, 33.3125, 89.6875, 89.7125015258789, 0.15000000596046448, 1.0338908433914185)
CourtStairBaluster_0_1: (33.287498474121094, 33.3125, 89.98750305175781, 90.01249694824219, 0.30000001192092896, 1.1838908195495605)
CourtStairBaluster_0_10: (33.287498474121094, 33.3125, 92.6875, 92.7125015258789, 1.649999976158142, 2.533890724182129)
CourtStairBaluster_0_11: (33.287498474121094, 33.3125, 92.98750305175781, 93.01249694824219, 1.7999999523162842, 2.6838905811309814)
CourtStairBaluster_0_12: (33.287498474121094, 33.3125, 93.2874984741211, 93.3125, 1.9500000476837158, 2.833890676498413)
CourtStairBaluster_0_13: (33.287498474121094, 33.3125, 93.5875015258789, 93.61250305175781, 2.0999999046325684, 2.9838907718658447)
CourtStairBaluster_0_14: (33.287498474121094, 33.3125, 93.88749694824219, 93.9124984741211, 2.25, 3.1338906288146973)
CourtStairBaluster_0_15: (33.287498474121094, 33.3125, 94.1875, 94.2125015258789, 2.4000000953674316, 3.283890724182129)
CourtStairBaluster_0_16: (33.287498474121094, 33.3125, 94.48750305175781, 94.51249694824219, 2.549999952316284, 3.4338905811309814)
CourtStairBaluster_0_17: (33.287498474121094, 33.3125, 94.7874984741211, 94.8125, 2.700000047683716, 3.583890676498413)
